upm,particion
0004549,train
0004550,train
0004551,train
0004552,train
0004553,train
0004554,train
0004555,train
0004556,test
0004557,train
0004558,train
0004559,train
0004560,train
0004561,test
0004562,train
0004563,train
0004564,train
0004565,train
0004566,train
0004567,test
0004568,test
0004569,test
0004570,train
0004571,train
0004572,test
0004573,validation
0004574,validation
0004575,test
0004576,train
0004577,train
0004578,train
0004579,validation
0004580,train
0004581,validation
0004582,train
0004583,train
0004584,validation
0004585,train
0004586,train
0004587,train
0004588,train
0004589,validation
0004590,validation
0004591,test
0004592,train
0004593,train
0004594,test
0004595,train
0004596,train
0004597,train
0004598,validation
0004599,train
0004600,test
0004601,train
0004602,train
0004603,train
0004604,train
0004605,test
0004606,train
0004607,train
0004608,train
0004609,train
0004610,train
0004611,test
0004612,train
0004613,test
0004614,validation
0004615,train
0004616,test
0004617,train
0004618,train
0004619,validation
0004620,train
0004621,test
0004622,train
0004623,train
0004624,test
0004625,validation
0004626,validation
0004627,train
0004628,train
0004629,train
0004630,test
0004631,train
0004632,train
0004633,test
0004634,train
0004635,train
0004636,test
0004637,test
0004638,test
0004639,train
0004640,validation
0004641,test
0004642,test
0004643,train
0004644,train
0004645,train
0004646,train
0004647,train
0004648,test
0004649,train
0004650,train
0004651,train
0004652,train
0004653,train
0004654,train
0004655,validation
0004656,train
0004657,train
0004658,train
0004659,train
0004660,train
0004661,train
0004662,train
0004663,test
0004664,train
0004665,train
0004666,train
0004667,train
0004668,train
0004669,train
0004670,train
0004671,train
0004672,test
0004673,train
0004674,test
0004676,train
0004677,train
0004678,train
0004679,test
0004680,train
0004681,train
0004682,train
0004683,train
0004684,validation
0004685,train
0004686,train
0004687,train
0004688,test
0004689,train
0004690,validation
0004691,train
0004692,test
0004693,test
0004694,train
0004695,validation
0004696,train
0004697,train
0004698,validation
0004699,train
0004700,test
0004701,train
0004702,train
0004703,train
0004704,train
0004705,train
0004706,train
0004707,train
0004708,train
0004709,validation
0004710,train
0004711,train
0004712,train
0004713,train
0004714,test
0004715,train
0004716,validation
0004717,train
0004718,test
0004719,train
0004720,test
0004721,train
0004722,train
0004723,train
0004724,train
0004725,validation
0004726,test
0004727,train
0004728,validation
0004729,test
0004730,train
0004731,validation
0004732,validation
0004733,train
0004734,train
0004735,train
0004736,validation
0004737,train
0004738,train
0004739,train
0004740,train
0004741,validation
0004742,train
0004743,train
0004744,validation
0004745,train
0004746,train
0004747,train
0004748,test
0004749,train
0004750,validation
0004751,train
0004752,validation
0004753,train
0004754,train
0004755,test
0004756,validation
0004757,train
0004758,train
0004759,train
0004760,train
0004761,train
0004762,train
0004763,test
0004764,train
0004765,train
0004766,train
0004767,train
0004768,train
0004769,train
0004770,train
0004771,train
0004772,train
0004773,train
0004774,train
0004775,train
0004776,train
0004777,train
0004778,train
0004779,train
0004780,train
0004781,validation
0004782,train
0004783,train
0004784,train
0004785,train
0004786,train
0004787,test
0004788,train
0004789,validation
0004790,train
0004791,train
0004792,train
0004793,train
0004794,train
0004795,test
0004796,train
0004797,train
0004798,validation
0004799,train
0004800,validation
0004801,train
0004802,test
0004803,validation
0004804,train
0004805,train
0004806,train
0004807,train
0004808,train
0004809,train
0004810,train
0004811,test
0004812,validation
0004813,train
0004814,train
0004815,train
0004816,test
0004817,train
0004818,train
0004819,train
0004820,test
0004821,train
0004822,train
0004823,validation
0004824,train
0004825,validation
0004826,train
0004827,train
0004828,train
0004829,train
0004830,validation
0004831,train
0004832,train
0004833,train
0004834,train
0004835,train
0004836,train
0004837,test
0004838,train
0004839,validation
0004840,train
0004841,train
0004842,train
0004843,train
0004844,test
0004845,train
0004846,train
0004847,train
0004848,train
0004849,train
0004850,test
0004851,validation
0004852,train
0004853,test
0004854,train
0004855,train
0004856,test
0004857,validation
0004858,validation
0004859,train
0004860,test
0004861,validation
0004862,train
0004863,validation
0004864,train
0004865,train
0004866,validation
0004867,train
0004868,train
0004869,train
0004870,test
0004871,train
0004872,train
0004873,train
0004874,train
0004875,train
0004876,test
0004877,train
0004878,train
0004879,train
0004880,train
0004881,validation
0004882,train
0004883,train
0004884,validation
0004885,validation
0004886,validation
0004887,train
0004888,train
0004889,test
0004890,train
0004891,validation
0004892,train
0004893,validation
0004894,train
0004895,validation
0004896,train
0004897,test
0004898,test
0004899,train
0004900,train
0004901,train
0004902,test
0004903,train
0004904,test
0004905,train
0004906,train
0004907,test
0004908,train
0004909,test
0004910,validation
0004911,train
0004912,train
0004913,train
0004914,train
0004915,validation
0004916,validation
0004917,train
0004918,train
0004919,train
0004920,train
0004921,train
0004922,train
0004923,train
0004924,validation
0004925,validation
0004926,train
0004927,train
0004928,validation
0004929,test
0004930,validation
0004931,train
0004932,train
0004933,train
0004934,train
0004935,train
0004936,train
0004937,test
0004938,train
0004939,train
0004940,validation
0004941,train
0004942,test
0004943,train
0004944,train
0004945,train
0004946,test
0004947,train
0004948,validation
0004949,train
0004950,train
0004951,validation
0004952,train
0004953,validation
0004954,train
0004955,train
0004956,test
0004957,train
0004958,train
0004959,train
0004960,test
0004961,train
0004962,train
0004963,test
0004964,train
0004965,test
0004966,train
0004967,train
0004968,validation
0004969,validation
0004970,validation
0004971,validation
0004972,train
0004973,validation
0004974,train
0004975,train
0004976,train
0004977,train
0004978,train
0004979,train
0004980,train
0004981,train
0004982,test
0004983,test
0004984,train
0004985,test
0004986,validation
0004987,train
0004988,train
0004989,train
0004990,train
0004991,test
0004992,train
0004993,test
0004994,train
0004995,train
0004996,train
0004997,test
0004998,train
0004999,test
0005000,validation
0005001,validation
0005002,validation
0005003,test
0005004,train
0005005,train
0005006,train
0005007,test
0005008,train
0005009,train
0005010,validation
0005011,train
0005012,validation
0005013,validation
0005014,train
0005015,validation
0005016,train
0005017,train
0005018,train
0005019,train
0005020,train
0005021,train
0005022,test
0005023,test
0005024,train
0005025,train
0005026,validation
0005027,test
0005028,train
0005029,train
0005030,test
0005031,test
0005032,train
0005033,validation
0005034,test
0005035,test
0005036,test
0005037,train
0005038,test
0005039,train
0005040,test
0005041,train
0005042,validation
0005043,train
0005044,validation
0005045,train
0005046,train
0005047,train
0005048,train
0005049,train
0005050,train
0005051,validation
0005052,train
0005053,validation
0005054,train
0005055,train
0005056,train
0005057,validation
0005058,train
0005059,train
0005060,validation
0005061,test
0005062,train
0005063,train
0005064,train
0005065,train
0005066,train
0005067,validation
0005068,train
0005069,test
0005070,train
0005071,train
0005072,test
0005073,test
0005074,test
0005075,validation
0005076,train
0005077,train
0005078,test
0005079,test
0005080,train
0005081,train
0005082,train
0005083,train
0005084,test
0005085,train
0005086,train
0005087,train
0005088,train
0005089,train
0005090,train
0005091,train
0005092,train
0005093,validation
0005094,train
0005095,validation
0005096,train
0005097,train
0005098,validation
0005099,validation
0005100,train
0005101,train
0005102,train
0005103,validation
0005104,train
0005105,train
0005106,train
0005107,train
0005108,test
0005109,train
0005110,train
0005111,train
0005112,train
0005113,train
0005114,test
0005115,train
0005116,train
0005117,train
0005118,validation
0005119,test
0005120,train
0005121,validation
0005122,test
0005123,train
0005124,train
0005125,train
0005126,test
0005127,train
0005128,train
0005129,test
0005130,train
0005131,test
0005132,train
0005133,train
0005134,train
0005135,validation
0005136,train
0005137,train
0005138,train
0005139,train
0005140,train
0005141,test
0005142,train
0005143,test
0005144,train
0005145,train
0005146,validation
0005147,train
0005148,validation
0005149,validation
0005150,train
0005151,test
0005152,test
0005153,test
0005154,test
0005155,train
0005156,train
0005157,train
0005158,validation
0005159,train
0005160,validation
0005161,train
0005162,train
0005163,train
0005164,test
0005165,train
0005166,train
0005167,test
0005168,train
0005169,train
0005170,train
0005171,train
0005172,train
0005173,test
0005174,validation
0005175,validation
0005176,train
0005177,train
0005178,train
0005179,train
0005180,train
0005181,test
0005182,validation
0005183,train
0005184,train
0005185,train
0005186,validation
0005187,train
0005188,test
0005189,test
0005190,train
0005191,train
0005192,train
0005193,train
0005194,test
0005195,train
0005196,train
0005197,train
0005198,train
0005199,validation
0005200,train
0005201,train
0005202,train
0005203,train
0005204,validation
0005205,train
0005206,train
0005207,train
0005208,train
0005209,train
0005210,test
0005211,train
0005212,test
0005213,train
0005214,test
0005215,train
0005216,train
0005217,train
0005218,train
0005219,test
0005220,train
0005221,train
0005222,test
0005223,validation
0005224,train
0005225,train
0005226,train
0005227,validation
0005228,train
0005229,test
0005230,train
0005231,train
0005232,train
0005233,test
0005234,train
0005235,test
0005236,validation
0005237,test
0005238,validation
0005239,train
0005240,train
0005241,validation
0005242,validation
0005243,test
0005244,train
0005245,train
0005246,train
0005247,train
0005248,train
0005249,train
0005250,train
0005251,train
0005252,train
0005253,train
0005254,train
0005255,train
0005256,train
0005257,train
0005258,test
0005259,train
0005260,train
0005261,train
0005262,test
0005263,train
0005264,train
0005265,validation
0005266,train
0005267,train
0005268,train
0005269,train
0005270,test
0005271,train
0005272,test
0005273,train
0005274,validation
0005275,test
0005276,train
0005277,train
0005278,train
0005279,test
0005280,train
0005281,train
0005282,validation
0005283,train
0005284,validation
0005285,train
0005286,test
0005287,test
0005288,train
0005289,validation
0005290,train
0005291,train
0005292,train
0005293,validation
0005294,train
0005295,validation
0005296,test
0005297,validation
0005298,train
0005299,train
0005300,train
0005301,train
0005302,test
0005303,train
0005304,train
0005305,train
0005306,train
0005307,train
0005308,train
0005309,train
0005310,test
0005311,train
0005312,test
0005313,train
0005314,validation
0005315,train
0005316,test
0005317,train
0005318,train
0005319,train
0005320,test
0005321,train
0005322,train
0005323,train
0005324,train
0005325,train
0005326,validation
0005327,train
0005328,train
0005329,train
0005330,train
0005331,train
0005332,train
0005333,test
0005334,train
0005335,train
0005336,test
0005337,train
0005338,train
0005339,validation
0005340,train
0005341,train
0005342,train
0005343,validation
0005344,train
0005345,train
0005346,train
0005347,test
0005348,test
0005349,train
0005350,train
0005351,train
0005352,test
0005353,train
0005354,validation
0005355,train
0005356,train
0005357,test
0005358,test
0005359,train
0005360,train
0005361,train
0005362,test
0005363,train
0005364,validation
0005365,train
0005366,test
0005367,validation
0005368,train
0005369,test
0005370,test
0005371,test
0005372,test
0005373,train
0005374,validation
0005375,train
0005376,validation
0005377,train
0005378,validation
0005379,test
0005380,train
0005381,train
0005382,train
0005383,train
0005384,train
0005385,test
0005386,validation
0005387,test
0005388,train
0005389,train
0005390,train
0005391,train
0005392,train
0005393,train
0005394,test
0005395,train
0005396,train
0005397,test
0005398,train
0005399,test
0005400,validation
0005401,train
0005402,train
0005403,train
0005404,validation
0005405,test
0005406,train
0005407,test
0005408,test
0005409,validation
0005410,validation
0005411,train
0005412,train
0005413,validation
0005414,train
0005415,test
0005416,validation
0005417,train
0005418,train
0005419,train
0005420,validation
0005421,validation
0005422,train
0005423,train
0005424,validation
0005425,train
0005426,test
0005427,test
0005428,train
0005429,test
0005430,test
0005431,train
0005432,train
0005433,test
0005434,train
0005435,train
0005436,train
0005437,train
0005438,train
0005439,train
0005440,train
0005441,train
0005442,validation
0005443,train
0005444,train
0005445,train
0005446,train
0005447,train
0005448,test
0005449,test
0005450,train
0005451,train
0005452,train
0005453,train
0005454,validation
0005455,train
0005456,train
0005457,train
0005458,train
0005459,validation
0005460,train
0005461,validation
0005462,test
0005463,train
0005464,train
0005465,validation
0005466,test
0005467,train
0005468,validation
0005469,test
0005470,train
0005471,train
0005472,test
0005473,validation
0005474,train
0005475,train
0005476,train
0005477,validation
0005478,test
0005479,test
0005480,train
0005481,train
0005482,test
0005483,train
0005484,train
0005485,test
0005486,train
0005487,test
0005488,train
0005489,train
0005490,train
0005491,train
0005492,train
0005493,train
0005494,validation
0005495,validation
0005496,train
0005497,test
0005498,train
0005499,test
0005500,validation
0005501,train
0005502,train
0005503,train
0005504,test
0005505,train
0005506,train
0005507,train
0005508,test
0005509,test
0005510,test
0005511,train
0005512,train
0005513,train
0005514,train
0005515,train
0005516,test
0005517,train
0005518,validation
0005519,train
0005520,validation
0005521,train
0005522,validation
0005523,train
0005524,validation
0005525,train
0005526,train
0005527,train
0005528,train
0005529,test
0005530,test
0005531,validation
0005532,train
0005533,validation
0005534,test
0005535,train
0005536,train
0005537,train
0005538,train
0005539,train
0005540,train
0005541,train
0005542,train
0005543,train
0005544,train
0005545,test
0005546,train
0005547,train
0005548,train
0005549,train
0005550,train
0005551,train
0005552,test
0005553,train
0005554,train
0005555,test
0005556,train
0005557,test
0005558,train
0005559,train
0005560,train
0005561,validation
0005562,validation
0005563,train
0005564,train
0005565,validation
0005566,train
0005567,train
0005568,train
0005569,train
0005570,train
0005571,test
0005572,test
0005573,validation
0005574,test
0005575,train
0005576,train
0005577,train
0005578,train
0005579,validation
0005580,validation
0005581,train
0005582,train
0005583,train
0005584,test
0005585,test
0005586,train
0005587,train
0005588,train
0005589,test
0005590,test
0005591,train
0005592,train
0005593,train
0005594,validation
0005595,train
0005596,validation
0005597,test
0005598,train
0005599,train
0005600,train
0005601,test
0005602,train
0005603,train
0005604,train
0005605,test
0005606,train
0005607,validation
0005608,validation
0005609,train
0005610,train
0005611,test
0005612,validation
0005613,test
0005614,validation
0005615,train
0005616,validation
0005617,validation
0005618,train
0005619,train
0005620,train
0005621,train
0005622,test
0005623,train
0005624,train
0005625,test
0005626,train
0005627,validation
0005628,train
0005629,validation
0005630,train
0005631,validation
0005632,train
0005633,train
0005634,train
0005635,train
0005636,validation
0005637,train
0005638,train
0005639,validation
0005640,test
0005641,validation
0005642,train
0005643,validation
0005644,validation
0005645,train
0005646,train
0005647,test
0005648,train
0005649,train
0005650,test
0005651,train
0005652,train
0005653,train
0005654,test
0005655,train
0005656,train
0005657,train
0005658,test
0005659,train
0005660,train
0005661,validation
0005662,test
0005663,train
0005664,validation
0005665,test
0005666,train
0005667,train
0005668,validation
0005669,train
0005670,train
0005671,validation
0005672,test
0005673,train
0005674,validation
0005675,test
0005676,train
0005677,train
0005678,train
0005679,train
0005680,train
0005681,train
0005682,test
0005683,train
0005684,train
0005685,validation
0005686,train
0005687,train
0005688,test
0005689,train
0005690,train
0005691,test
0005692,train
0005693,train
0005694,validation
0005695,validation
0005696,train
0005697,train
0005698,train
0005699,train
0005700,train
0005701,validation
0005702,train
0005703,train
0005704,train
0005705,train
0005706,test
0005707,train
0005708,train
0005709,train
0005710,train
0005711,train
0005712,train
0005713,train
0005714,train
0005715,train
0005716,train
0005717,validation
0005718,train
0005719,train
0005720,test
0005721,train
0005722,train
0005723,train
0005724,validation
0005725,train
0005726,train
0005727,test
0005728,train
0005729,train
0005730,train
0005731,train
0005732,train
0005733,train
0005734,train
0005735,validation
0005736,test
0005737,test
0005738,train
0005739,test
0005740,validation
0005741,validation
0005742,validation
0005743,train
0005744,test
0005745,validation
0005746,train
0005747,train
0005748,train
0005749,train
0005750,train
0005751,train
0005752,validation
0005753,train
0005754,train
0005755,train
0005756,train
0005757,train
0005758,validation
0005759,train
0005760,train
0005761,train
0005762,validation
0005763,train
0005764,train
0005765,train
0005766,train
0005767,train
0005768,train
0005769,train
0005770,train
0005771,train
0005773,test
0005774,train
0005775,train
0005776,validation
0005777,test
0005778,train
0005779,test
0005780,train
0005781,validation
0005782,train
0005783,train
0005784,train
0005785,train
0005786,validation
0005787,train
0005788,train
0005789,train
0005790,test
0005791,validation
0005792,validation
0005793,train
0005794,test
0005795,test
0005796,validation
0005797,train
0005798,train
0005799,train
0005800,validation
0005801,test
0005802,train
0005803,train
0005804,train
0005805,validation
0005806,train
0005807,test
0005808,validation
0005809,train
0005810,train
0005811,train
0005812,train
0005813,train
0005814,test
0005815,validation
0005816,train
0005817,validation
0005818,test
0005819,train
0005820,train
0005821,train
0005822,train
0005823,train
0005824,test
0005825,test
0005826,test
0005827,train
0005828,test
0005829,test
0005830,train
0005831,test
0005832,train
0005833,train
0005834,train
0005835,train
0005836,train
0005837,train
0005838,test
0005839,test
0005840,train
0005841,train
0005842,test
0005843,train
0005844,train
0005845,train
0005846,test
0005847,validation
0005848,train
0005849,validation
0005850,train
0005851,train
0005852,test
0005853,test
0005854,train
0005855,train
0005856,train
0005857,train
0005858,train
0005859,test
0005860,train
0005861,train
0005862,test
0005863,train
0005864,train
0005865,train
0005866,validation
0005867,test
0005868,train
0005869,validation
0005870,validation
0005871,test
0005872,test
0005873,train
0005874,validation
0005875,train
0005876,train
0005877,train
0005878,train
0005879,train
0005880,train
0005881,train
0005882,train
0005883,test
0005884,test
0005885,validation
0005886,train
0005887,validation
0005888,validation
0005889,train
0005890,train
0005891,train
0005892,train
0005893,train
0005894,validation
0005895,train
0005896,train
0005897,train
0005898,train
0005899,train
0005900,train
0005901,train
0005902,train
0005903,train
0005904,train
0005905,test
0005906,train
0005907,train
0005908,test
0005909,test
0005910,train
0005911,train
0005912,train
0005913,train
0005914,train
0005915,validation
0005916,train
0005917,train
0005918,test
0005919,train
0005920,validation
0005921,test
0005922,train
0005923,validation
0005924,train
0005925,validation
0005926,train
0005927,test
0005928,train
0005929,validation
0005930,validation
0005931,train
0005932,train
0005933,train
0005934,validation
0005935,validation
0005936,train
0005937,train
0005938,train
0005939,train
0005940,train
0005941,train
0005942,train
0005943,train
0005944,train
0005945,train
0005946,train
0005947,validation
0005948,train
0005949,test
0005950,train
0005951,train
0005952,train
0005953,train
0005954,validation
0005955,train
0005956,train
0005957,train
0005958,train
0005959,train
0005960,train
0005961,validation
0005962,test
0005963,train
0005964,test
0005965,train
0005966,test
0005967,train
0005968,train
0005969,train
0005970,train
0005971,train
0005972,train
0005973,train
0005974,train
0005975,validation
0005976,test
0005977,train
0005978,test
0005979,train
0005980,train
0005981,validation
0005982,train
0005983,test
0005984,train
0005985,train
0005986,train
0005987,train
0005988,train
0005989,train
0005990,train
0005991,train
0005992,test
0005993,train
0005994,train
0005995,validation
0005996,train
0005997,train
0005998,train
0005999,train
0006000,validation
0006001,test
0006002,test
0006003,test
0006004,train
0006005,train
0006006,train
0006007,test
0006008,validation
0006009,test
0006010,train
0006011,train
0006012,train
0006013,test
0006014,train
0006015,validation
0006016,validation
0006017,test
0006018,train
0006019,train
0006020,train
0006021,train
0006022,train
0006023,validation
0006024,train
0006025,train
0006026,train
0006027,train
0006028,train
0006029,train
0006030,test
0006031,test
0006032,train
0006033,validation
0006034,train
0006035,train
0006036,train
0006037,train
0006038,test
0006039,train
0006040,train
0006041,train
0006042,train
0006043,train
0006044,train
0006045,train
0006046,validation
0006047,train
0006048,train
0006049,train
0006050,train
0006051,train
0006052,train
0006053,test
0006054,test
0006055,train
0006056,train
0006057,train
0006058,train
0006059,train
0006060,validation
0006061,train
0006062,train
0006063,train
0006064,validation
0006065,train
0006066,test
0006067,train
0006068,train
0006069,train
0006070,train
0006071,validation
0006072,train
0006073,train
0006074,train
0006075,train
0006076,train
0006077,train
0006078,test
0006079,test
0006080,test
0006081,train
0006082,test
0006083,train
0006084,train
0006085,test
0006086,test
0006087,train
0006088,validation
0006089,train
0006090,test
0006091,train
0006092,test
0006093,test
0006094,test
0006095,test
0006096,train
0006097,test
0006098,validation
0006099,train
0006100,train
0006101,test
0006102,train
0006103,validation
0006104,train
0006105,train
0006106,train
0006107,test
0006108,train
0006109,train
0006110,test
0006111,validation
0006112,train
0006113,train
0006114,validation
0006115,test
0006116,train
0006117,train
0006118,test
0006119,test
0006120,train
0006121,validation
0006122,test
0006123,train
0006124,train
0006125,validation
0006126,test
0006127,train
0006128,train
0006129,train
0006130,validation
0006131,train
0006132,validation
0006133,train
0006135,test
0006136,train
0006137,test
0006138,test
0006139,train
0006140,train
0006141,train
0006142,train
0006143,train
0006144,train
0006145,train
0006146,train
0006147,test
0006148,test
0006149,train
0006150,train
0006151,train
0006152,train
0006153,validation
0006154,validation
0006155,test
0006156,train
0006157,train
0006158,test
0006159,test
0006160,train
0006161,test
0006162,train
0006163,validation
0006164,train
0006165,train
0006166,train
0006167,train
0006168,train
0006169,test
0006170,train
0006171,test
0006172,train
0006173,train
0006174,train
0006175,test
0006176,train
0006177,train
0006178,train
0006179,train
0006180,validation
0006181,train
0006182,train
0006183,train
0006184,train
0006185,train
0006186,train
0006187,test
0006188,validation
0006189,train
0006190,validation
0006191,test
0006192,train
0006193,train
0006194,train
0006195,train
0006196,test
0006197,train
0006198,train
0006199,test
0006200,train
0006201,train
0006202,train
0006203,train
0006204,test
0006205,train
0006206,train
0006207,train
0006208,train
0006209,train
0006210,test
0006211,test
0006212,train
0006213,train
0006214,train
0006215,test
0006216,train
0006217,train
0006218,test
0006219,test
0006220,train
0006221,test
0006222,train
0006223,validation
0006224,train
0006225,train
0006226,validation
0006227,train
0006228,train
0006229,train
0006230,validation
0006231,train
0006232,train
0006233,test
0006234,test
0006235,train
0006236,validation
0006237,train
0006238,train
0006239,validation
0006240,train
0006241,train
0006242,train
0006243,train
0006244,validation
0006245,validation
0006246,train
0006247,train
0006248,validation
0006249,train
0006250,train
0006251,train
0006252,train
0006253,train
0006254,train
0006255,validation
0006256,train
0006257,test
0006258,validation
0006259,validation
0006260,test
0006261,validation
0006262,train
0006263,train
0006264,validation
0006265,test
0006266,train
0006267,validation
0006268,validation
0006269,test
0006270,train
0006271,train
0006272,train
0006273,test
0006274,validation
0006275,train
0006276,train
0006277,train
0006278,validation
0006279,validation
0006280,test
0006281,train
0006282,train
0006283,test
0006284,train
0006285,train
0006286,train
0006287,train
0006288,train
0006289,train
0006290,train
0006291,test
0006292,train
0006293,train
0006294,validation
0006295,train
0006296,train
0006297,train
0006298,train
0006299,validation
0006300,validation
0006301,test
0006302,train
0006303,train
0006304,train
0006305,train
0006306,train
0006307,train
0006308,test
0006309,train
0006310,test
0006311,test
0006312,train
0006313,train
0006314,train
0006315,train
0006316,train
0006317,test
0006318,train
0006319,train
0006320,train
0006321,test
0006322,validation
0006323,train
0006324,test
0006325,test
0006326,train
0006327,train
0006328,train
0006329,train
0006330,train
0006331,train
0006332,validation
0006333,test
0006334,train
0006335,test
0006336,validation
0006337,train
0006338,train
0006339,train
0006340,validation
0006341,train
0006342,train
0006343,test
0006344,test
0006345,validation
0006346,train
0006347,validation
0006348,test
0006349,test
0006350,train
0006351,train
0006352,train
0006353,train
0006354,train
0006355,train
0006356,test
0006357,train
0006358,train
0006359,test
0006360,train
0006361,train
0006362,train
0006363,train
0006364,train
0006365,train
0006366,train
0006367,train
0006368,train
0006369,train
0006370,validation
0006371,train
0006372,train
0006373,test
0006374,test
0006375,test
0006376,test
0006377,train
0006378,train
0006379,validation
0006380,train
0006381,validation
0006382,validation
0006383,train
0006384,train
0006385,train
0006386,validation
0006387,test
0006388,test
0006389,test
0006390,train
0006391,train
0006392,train
0006393,train
0006394,train
0006395,train
0006396,validation
0006397,train
0006398,train
0006399,train
0006400,validation
0006401,validation
0006402,validation
0006403,train
0006404,train
0006405,train
0006406,train
0006407,validation
0006408,train
0006409,train
0006410,train
0006411,train
0006412,train
0006413,test
0006414,train
0006415,train
0006416,validation
0006417,train
0006418,train
0006419,train
0006420,train
0006421,train
0006422,train
0006423,train
0006424,train
0006425,train
0006426,validation
0006427,train
0006428,train
0006429,validation
0006430,train
0006431,validation
0006432,train
0006433,train
0006434,validation
0006435,train
0006436,validation
0006437,test
0006438,train
0006439,train
0006440,train
0006441,train
0006442,train
0006443,train
0006444,train
0006445,train
0006446,validation
0006447,train
0006448,train
0006449,validation
0006450,train
0006451,train
0006452,validation
0006453,train
0006454,test
0006455,train
0006456,validation
0006457,test
0006458,test
0006459,train
0006460,train
0006461,train
0006463,train
0006464,train
0006465,train
0006466,train
0006467,train
0006468,train
0006469,test
0006470,test
0006471,test
0006472,test
0006473,test
0006474,train
0006475,train
0006476,train
0006477,test
0006478,validation
0006479,train
0006480,train
0006481,validation
0006482,train
0006483,train
0006484,train
0006485,train
0006486,train
0006487,validation
0006488,validation
0006489,train
0006490,train
0006491,train
0006492,train
0006493,train
0006494,test
0006495,train
0006496,train
0006497,train
0006498,test
0006499,train
0006500,test
0006501,train
0006502,test
0006503,train
0006504,train
0006505,test
0006506,train
0006507,test
0006508,test
0006509,train
0006510,test
0006511,validation
0006512,train
0006513,train
0006514,test
0006515,train
0006516,test
0006517,train
0006518,train
0006519,train
0006520,train
0006521,train
0006522,train
0006523,train
0006524,test
0006525,validation
0006526,train
0006527,train
0006528,test
0006529,train
0006530,train
0006531,train
0006532,test
0006533,test
0006534,test
0006535,validation
0006536,validation
0006537,train
0006538,validation
0006539,train
0006540,train
0006541,train
0006542,train
0006543,test
0006544,train
0006545,train
0006546,train
0006547,test
0006548,train
0006549,train
0006550,train
0006551,train
0006552,train
0006553,train
0006554,train
0006555,train
0006556,train
0006557,train
0006558,train
0006559,validation
0006560,train
0006561,test
0006562,train
0006563,train
0006564,train
0006565,train
0006566,train
0006567,validation
0006568,train
0006569,test
0006570,test
0006571,train
0006572,train
0006573,validation
0006574,train
0006575,train
0006576,train
0006577,train
0006578,train
0006579,train
0006580,train
0006581,train
0006582,train
0006583,validation
0006584,validation
0006585,validation
0006586,train
0006587,validation
0006588,test
0006589,train
0006590,train
0006591,test
0006592,train
0006593,test
0006594,train
0006595,train
0006596,validation
0006597,train
0006598,train
0006599,train
0006600,train
0006601,validation
0006602,train
0006603,train
0006604,train
0006605,test
0006606,test
0006607,train
0006608,train
0006609,train
0006610,train
0006611,validation
0006612,test
0006613,train
0006614,test
0006615,validation
0006616,train
0006617,test
0006618,train
0006619,test
0006620,train
0006621,train
0006622,train
0006623,validation
0006624,train
0006625,train
0006626,validation
0006627,validation
0006628,train
0006629,train
0006630,train
0006631,test
0006632,train
0006633,train
0006634,test
0006635,train
0006636,train
0006637,train
0006638,train
0006639,train
0006640,train
0006641,test
0006642,train
0006643,train
0006644,validation
0006645,train
0006646,train
0006647,train
0006648,train
0006649,train
0006650,validation
0006651,train
0006652,train
0006653,train
0006654,train
0006655,train
0006656,train
0006657,test
0006658,validation
0006659,train
0006660,test
0006661,train
0006662,test
0006663,train
0006664,test
0006665,test
0006666,train
0006667,train
0006668,train
0006669,test
0006670,train
0006671,train
0006672,train
0006673,test
0006674,train
0006675,train
0006676,train
0006677,test
0006678,validation
0006679,train
0006680,train
0006681,test
0006682,test
0006683,train
0006684,test
0006685,train
0006686,train
0006687,train
0006688,train
0006689,train
0006690,train
0006691,train
0006692,train
0006693,test
0006694,train
0006695,test
0006696,test
0006697,train
0006698,train
0006699,validation
0006700,validation
0006701,train
0006702,train
0006703,test
0006704,validation
0006705,train
0006706,train
0006707,validation
0006708,train
0006709,train
0006710,train
0006711,train
0006712,train
0006713,train
0006714,train
0006715,train
0006716,train
0006717,train
0006718,train
0006719,train
0006720,train
0006721,train
0006722,train
0006723,validation
0006724,test
0006725,train
0006726,train
0006727,validation
0006728,test
0006729,validation
0006730,train
0006731,test
0006732,validation
0006733,train
0006734,test
0006735,train
0006736,test
0006737,test
0006738,train
0006739,train
0006740,test
0006741,train
0006742,validation
0006743,validation
0006744,test
0006745,validation
0006746,test
0006747,train
0006748,train
0006749,train
0006750,test
0006751,test
0006752,train
0006753,test
0006754,train
0006755,train
0006756,train
0006757,train
0006758,test
0006759,train
0006760,train
0006761,validation
0006762,test
0006763,train
0006764,train
0006765,train
0006766,train
0006767,test
0006768,train
0006769,train
0006770,test
0006771,train
0006772,train
0006773,validation
0006774,train
0006775,train
0006776,validation
0006777,train
0006778,train
0006779,validation
0006780,train
0006781,train
0006782,train
0006783,test
0006784,test
0006785,train
0006786,train
0006787,train
0006788,train
0006789,train
0006790,train
0006791,train
0006792,train
0006793,train
0006794,train
0006795,train
0006796,test
0006797,train
0006798,train
0006799,train
0006800,train
0006801,train
0006802,train
0006803,train
0006804,validation
0006805,train
0006806,train
0006807,validation
0006808,train
0006809,train
0006810,train
0006811,train
0006812,validation
0006813,test
0006814,train
0006815,validation
0006816,train
0006817,train
0006818,validation
0006819,train
0006820,train
0006821,test
0006822,test
0006823,train
0006824,train
0006825,validation
